This file was created by using the 202510 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
194609,      5.09,     31.60,     83.65,      6.27,     30.62,     90.22
194610,     -7.88,     15.64,     58.22,     -8.31,     14.21,     57.78
194611,    -25.64,     -4.60,     24.25,    -24.90,     -3.37,     21.10
194612,    -33.97,    -11.97,     13.02,    -32.19,    -10.37,     10.80
194701,    -37.51,    -14.35,      8.34,    -33.29,    -11.34,      8.05
194702,    -42.26,    -17.38,      8.60,    -36.16,    -15.29,      6.31
194703,    -33.18,     -9.46,     15.46,    -30.63,     -8.27,     12.17
194704,    -35.48,    -15.34,      8.61,    -32.76,    -13.40,      1.51
194705,    -40.94,    -22.24,      1.54,    -38.08,    -18.95,     -5.58
194706,    -50.04,    -31.85,    -10.44,    -46.90,    -29.46,    -13.16
194707,    -50.50,    -30.64,    -10.40,    -47.63,    -28.27,    -11.18
194708,    -44.66,    -23.58,     -4.22,    -41.89,    -20.33,     -2.97
194709,    -35.07,    -12.55,      8.77,    -31.05,     -9.44,      7.00
194710,    -26.30,     -0.94,     25.10,    -21.13,      0.85,     20.41
194711,    -24.56,     -0.65,     27.69,    -18.67,      1.73,     23.26
194712,    -19.64,      3.18,     33.36,    -15.38,      4.21,     26.69
194801,    -26.48,     -3.78,     24.74,    -22.22,     -2.81,     18.93
194802,    -28.05,     -5.35,     25.10,    -24.20,     -3.45,     21.44
194803,    -26.46,     -7.07,     19.16,    -22.04,     -4.78,     16.76
194804,    -28.74,     -8.80,     14.83,    -24.59,     -6.91,     12.64
194805,    -12.41,      7.38,     38.37,     -6.73,      8.30,     35.19
194806,     -9.42,     15.60,     54.45,     -1.40,     16.26,     49.74
194807,     -4.66,     18.22,     60.55,      0.37,     17.76,     54.50
194808,    -12.69,     11.24,     52.19,     -9.19,      9.56,     41.25
194809,    -16.20,      7.02,     43.71,    -10.34,      6.65,     35.91
194810,    -16.70,      6.74,     40.11,    -10.37,      7.58,     35.37
194811,    -22.26,     -0.21,     31.65,    -17.41,      0.82,     22.06
194812,    -15.13,      7.81,     42.42,    -11.11,      7.69,     30.47
194901,    -27.35,     -4.75,     20.31,    -20.40,     -3.95,     10.75
194902,    -25.30,     -0.97,     26.97,    -19.10,      1.29,     19.76
194903,    -16.49,      5.68,     32.56,    -10.51,      6.87,     24.64
194904,    -27.91,     -6.48,     17.05,    -22.36,     -5.12,     10.24
194905,    -25.12,     -4.88,     18.47,    -19.80,     -3.59,     13.80
194906,    -34.86,    -15.05,      9.52,    -31.26,    -13.13,      3.67
194907,    -39.02,    -16.75,      7.47,    -33.13,    -16.49,      3.05
194908,    -34.72,    -12.76,     11.92,    -30.79,    -10.70,      8.27
194909,    -29.91,     -7.93,     18.07,    -24.42,     -5.88,     13.21
194910,    -24.38,     -1.81,     25.90,    -18.78,     -0.42,     19.62
194911,    -24.65,     -2.69,     24.38,    -20.09,     -2.13,     18.88
194912,    -11.17,     12.79,     40.59,     -5.11,     11.63,     35.90
195001,    -13.12,     11.82,     39.10,     -5.66,     10.63,     35.30
195002,     -7.20,     17.35,     45.97,     -0.06,     16.17,     42.08
195003,      2.91,     25.42,     56.59,      8.38,     24.39,     50.07
195004,     -2.27,     20.42,     50.24,      4.67,     20.03,     45.48
195005,      0.71,     23.42,     57.85,      5.68,     22.87,     52.48
195006,     10.34,     33.70,     77.27,     14.07,     33.60,     70.39
195007,     14.15,     39.41,     89.09,     16.49,     38.41,     80.04
195008,      1.61,     21.42,     58.47,      3.14,     20.61,     56.65
195009,     -0.16,     22.96,     66.75,      3.86,     25.86,     58.05
195010,      2.15,     25.03,     66.04,      3.23,     24.09,     59.94
195011,      4.89,     28.32,     67.71,      6.75,     26.92,     59.06
195012,      2.62,     25.80,     64.75,      3.59,     26.43,     56.81
195101,     -3.48,     22.01,     63.35,     -0.77,     25.24,     53.34
195102,     -2.27,     26.09,     72.86,     -0.28,     32.54,     65.01
195103,      3.28,     33.76,     90.82,      3.17,     37.32,     70.94
195104,      4.88,     36.06,     90.28,      4.61,     39.53,     72.55
195105,      0.23,     25.96,     69.14,      1.92,     28.54,     55.80
195106,      0.40,     26.41,     70.69,      1.22,     27.71,     57.80
195107,      6.70,     32.34,     78.10,      7.61,     32.87,     65.64
195108,      2.09,     22.01,     52.36,      5.36,     22.68,     49.92
195109,      2.07,     22.54,     57.64,      6.45,     22.26,     57.35
195110,      0.40,     21.67,     60.02,      4.05,     19.87,     54.43
195111,      3.21,     24.84,     63.43,      8.66,     27.00,     59.12
195112,      0.40,     18.97,     46.17,      2.21,     16.89,     48.01
195201,     -7.96,     11.92,     35.00,     -2.48,     11.94,     39.35
195202,    -13.91,      5.70,     29.01,     -9.02,      8.58,     34.46
195203,    -13.57,      6.19,     30.55,     -7.49,      6.36,     36.78
195204,    -12.05,      7.46,     31.33,     -5.84,      6.34,     35.43
195205,    -12.40,      6.28,     28.88,     -6.51,      7.81,     33.64
195206,    -13.09,      5.33,     25.90,     -9.74,      5.29,     26.68
195207,     -6.81,     11.47,     35.36,     -2.89,     11.86,     34.78
195208,     -8.66,      8.99,     31.38,     -5.71,      9.18,     29.43
195209,    -12.44,      5.26,     26.39,     -8.58,      6.75,     25.29
195210,    -14.10,      3.37,     25.72,    -10.31,      4.57,     23.51
195211,    -14.51,      4.33,     26.14,    -11.64,      6.39,     24.84
195212,    -16.74,      2.78,     26.26,    -14.60,      4.23,     20.72
195301,    -12.67,      7.07,     32.46,    -10.24,      7.69,     26.86
195302,    -12.54,      6.97,     33.96,     -8.95,      8.21,     30.16
195303,     -7.86,     11.40,     37.33,     -4.33,     11.88,     32.89
195304,     -8.90,      9.71,     35.09,     -6.83,     11.15,     28.04
195305,     -4.77,     13.05,     38.84,     -0.94,     13.28,     30.01
195306,    -10.14,      8.92,     32.03,     -7.46,      9.48,     24.17
195307,    -13.29,      6.24,     28.13,     -9.77,      7.77,     23.25
195308,    -17.11,      1.65,     23.10,    -11.62,      3.24,     18.39
195309,    -14.66,      3.63,     24.33,    -10.88,      3.66,     19.58
195310,    -17.48,     -0.56,     19.07,    -15.20,      0.95,     16.10
195311,    -18.71,     -0.10,     19.85,    -14.70,      0.53,     18.23
195312,    -21.19,     -1.39,     19.47,    -15.95,     -0.40,     14.81
195401,    -21.80,     -1.94,     21.13,    -16.76,     -0.70,     16.65
195402,    -27.47,     -4.90,     20.41,    -21.63,     -1.97,     15.22
195403,    -20.08,      0.07,     22.85,    -14.56,      2.98,     18.59
195404,    -17.72,      2.94,     25.38,    -12.50,      6.02,     23.15
195405,    -14.02,      7.42,     33.94,     -9.70,     10.38,     33.00
195406,    -15.66,      7.94,     35.49,    -10.76,     13.75,     38.87
195407,     -6.68,     15.20,     48.79,     -5.16,     20.15,     44.82
195408,     -9.14,     14.37,     48.64,     -6.64,     18.50,     46.36
195409,      2.81,     29.03,     67.18,      6.11,     30.28,     63.82
195410,      4.83,     29.94,     64.75,     10.62,     32.08,     59.36
195411,      6.09,     29.30,     66.28,     12.27,     30.48,     58.05
195412,      2.78,     25.98,     58.98,      8.77,     27.14,     54.78
195501,     12.51,     39.25,     80.53,     16.66,     41.87,     72.29
195502,     15.42,     40.57,     85.89,     17.71,     42.14,     73.90
195503,     14.07,     39.98,     87.61,     16.65,     43.59,     82.36
195504,     15.30,     42.44,     90.48,     18.24,     44.92,     90.66
195505,     14.23,     39.55,     89.76,     16.15,     37.76,     90.04
195506,     11.37,     36.83,     88.26,     14.36,     36.09,     72.77
195507,     11.97,     35.83,     87.42,     14.13,     37.62,     72.10
195508,      7.32,     32.54,     82.24,     10.22,     34.65,     72.15
195509,      8.59,     34.40,     81.81,     13.54,     34.39,     77.17
195510,      5.03,     28.95,     78.31,      9.70,     30.31,     65.61
195511,      4.73,     27.84,     76.43,      9.89,     27.84,     65.70
195512,     -4.79,     16.59,     54.78,      0.07,     16.13,     44.15
195601,     -6.97,     13.54,     47.67,     -3.35,     13.75,     44.19
195602,     -5.75,     13.60,     50.43,     -2.26,     14.06,     43.50
195603,    -10.81,      8.02,     38.89,     -7.86,      8.42,     33.81
195604,     -7.85,     11.21,     44.72,     -3.96,     12.38,     39.09
195605,     -7.32,     14.03,     50.83,     -3.18,     14.91,     45.68
195606,     -7.89,     12.62,     52.07,     -4.26,     14.52,     49.78
195607,    -13.75,      5.79,     37.89,     -9.07,      6.64,     30.13
195608,    -12.48,      6.36,     39.16,     -7.65,      6.48,     35.75
195609,    -10.53,     10.36,     46.10,     -6.03,     11.58,     41.84
195610,    -11.23,     10.40,     43.43,     -5.73,      9.59,     38.29
195611,    -12.47,      7.23,     38.13,     -7.55,      8.65,     34.39
195612,    -16.04,      4.02,     31.14,    -12.90,      4.12,     28.45
195701,    -18.98,      2.63,     30.07,    -15.23,      1.47,     26.14
195702,    -16.58,      6.46,     40.32,     -9.33,      6.44,     35.49
195703,    -16.50,      3.10,     34.05,    -11.91,      1.99,     24.40
195704,    -22.57,     -3.19,     22.40,    -17.92,     -3.13,     20.01
195705,    -20.37,     -0.67,     23.86,    -16.83,     -2.40,     16.07
195706,    -15.18,      4.41,     35.09,    -10.37,      6.59,     27.63
195707,    -14.45,      4.71,     36.28,     -9.85,      5.61,     25.82
195708,    -18.42,     -0.06,     29.06,    -15.61,     -1.17,     18.67
195709,    -16.44,      2.51,     30.71,    -13.58,      1.96,     24.22
195710,    -18.88,      2.41,     26.19,    -14.78,      2.16,     24.28
195711,    -24.93,     -3.11,     19.13,    -20.65,     -3.45,     14.49
195712,    -32.61,     -9.11,     11.86,    -28.18,     -7.65,     11.01
195801,    -33.35,     -9.11,     13.83,    -27.86,     -7.93,     13.67
195802,    -39.90,    -13.05,     12.20,    -34.43,    -12.66,     10.84
195803,    -27.97,     -3.14,     21.92,    -23.30,     -2.69,     19.02
195804,    -31.51,     -5.92,     21.73,    -26.17,     -5.28,     18.08
195805,    -30.37,     -6.49,     22.98,    -24.82,     -6.30,     20.19
195806,    -30.10,     -6.11,     25.76,    -26.35,     -5.95,     21.82
195807,    -26.48,     -1.53,     31.38,    -21.06,     -1.97,     27.14
195808,    -24.39,      0.68,     33.11,    -19.07,     -0.87,     29.36
195809,    -11.37,     11.12,     39.19,     -7.54,     10.93,     36.30
195810,     -1.75,     20.17,     50.43,      2.42,     19.36,     42.70
195811,     10.88,     34.14,     70.99,     14.95,     31.91,     61.86
195812,      9.04,     34.64,     77.94,     14.95,     35.93,     69.23
195901,     18.06,     47.76,    102.04,     21.71,     45.32,     87.97
195902,     13.43,     39.01,     83.68,     17.63,     39.16,     74.62
195903,     19.64,     45.73,     95.75,     23.38,     45.10,     79.23
195904,     17.72,     44.89,     96.35,     17.78,     43.89,     80.31
195905,     16.49,     40.49,     96.72,     15.46,     41.26,     79.65
195906,     13.17,     39.45,     99.00,     12.19,     39.84,     82.19
195907,      9.21,     36.37,     94.20,      8.48,     38.36,     80.35
195908,      3.80,     30.47,     83.57,      4.72,     31.22,     74.92
195909,      3.17,     30.09,     82.99,      5.14,     33.78,     72.97
195910,     -1.99,     22.98,     68.68,     -0.78,     25.36,     54.41
195911,     -9.03,     14.01,     49.75,     -7.37,     16.67,     41.18
195912,    -12.24,     11.72,     48.78,     -8.94,     13.46,     40.62
196001,    -14.38,      7.78,     47.69,    -11.62,      8.83,     39.39
196002,    -15.19,      6.90,     47.66,    -10.96,      7.82,     38.29
196003,    -18.54,      0.64,     31.42,    -14.82,      1.66,     25.54
196004,    -19.85,      0.13,     34.52,    -16.96,      1.62,     24.54
196005,    -23.55,     -3.23,     25.31,    -18.82,     -3.82,     17.39
196006,    -28.31,     -6.51,     26.23,    -21.64,     -6.54,     18.25
196007,    -27.79,     -5.17,     33.88,    -21.72,     -7.83,     23.11
196008,    -28.77,     -6.36,     32.60,    -22.34,     -6.54,     24.66
196009,    -27.33,     -7.05,     30.12,    -23.25,     -7.36,     21.87
196010,    -22.56,      0.60,     47.63,    -17.49,      1.98,     33.06
196011,    -28.62,     -6.69,     30.73,    -24.91,     -6.85,     22.26
196012,    -33.79,     -8.94,     22.80,    -27.78,     -9.43,     19.30
196101,    -33.54,     -7.55,     28.56,    -26.47,     -6.21,     25.40
196102,    -26.82,      0.35,     39.13,    -19.58,     -0.30,     36.03
196103,    -18.33,      6.24,     44.08,    -13.39,      7.48,     38.82
196104,     -9.45,     15.70,     54.28,     -8.21,     15.44,     47.29
196105,     -3.25,     22.46,     68.85,      0.92,     24.14,     55.73
196106,     -5.47,     22.43,     71.91,     -4.67,     22.08,     52.10
196107,     -2.15,     24.32,     70.56,     -1.04,     24.06,     50.86
196108,     -4.59,     20.86,     61.79,     -2.38,     21.79,     46.39
196109,     -5.66,     19.28,     56.80,     -2.89,     19.69,     44.27
196110,      2.36,     29.01,     71.94,      7.14,     31.63,     63.69
196111,      1.28,     27.81,     71.23,      7.13,     30.00,     60.90
196112,     -2.14,     25.33,     66.70,      1.59,     28.02,     58.94
196201,     -2.66,     24.77,     70.68,      1.20,     27.69,     58.08
196202,     -6.95,     15.29,     53.09,     -4.90,     18.04,     43.84
196203,    -13.36,      8.51,     42.97,    -10.66,     11.74,     31.40
196204,    -17.01,      6.87,     36.24,    -13.61,      9.40,     27.76
196205,    -19.26,      5.89,     33.94,    -14.83,      7.45,     27.28
196206,    -29.57,     -5.37,     23.12,    -25.24,     -1.96,     17.31
196207,    -32.76,    -11.04,     13.43,    -29.39,     -9.76,      8.87
196208,    -41.14,    -18.51,      3.89,    -35.94,    -16.75,      2.77
196209,    -38.53,    -16.29,      8.71,    -34.78,    -13.82,      5.99
196210,    -33.56,    -11.45,     13.93,    -29.91,     -8.94,     12.56
196211,    -38.22,    -18.16,      4.74,    -36.72,    -15.21,      5.41
196212,    -43.79,    -23.01,     -0.86,    -41.24,    -20.46,     -0.64
196301,    -32.66,    -12.71,      9.92,    -31.56,    -12.71,      6.55
196302,    -34.50,    -13.01,     13.01,    -30.23,     -9.96,      9.83
196303,    -27.84,     -8.39,     17.09,    -24.61,     -5.77,     12.24
196304,    -29.24,     -9.11,     15.92,    -26.02,     -6.50,     10.69
196305,    -21.51,     -0.19,     27.41,    -17.89,      0.63,     21.57
196306,     -9.35,     13.50,     46.00,     -3.72,     16.20,     37.71
196307,      3.75,     27.91,     68.77,      7.41,     27.85,     52.29
196308,     -6.96,     19.10,     55.08,      1.11,     17.48,     42.05
196309,    -11.55,     15.83,     51.13,     -3.84,     14.84,     40.27
196310,     -0.56,     27.37,     74.40,      7.79,     27.38,     54.58
196311,      1.02,     28.03,     76.12,      9.36,     27.38,     53.66
196312,     -9.98,     14.11,     58.38,     -1.57,     15.88,     42.26
196401,     -9.07,     13.94,     58.63,     -1.88,     15.86,     39.78
196402,    -15.92,      6.95,     43.93,     -6.90,      9.55,     30.16
196403,    -13.17,     10.70,     50.82,     -6.31,     11.91,     35.64
196404,    -11.77,     11.00,     49.99,     -5.10,     14.20,     38.11
196405,    -13.33,     10.59,     50.55,     -5.73,     12.57,     35.60
196406,    -15.72,      7.04,     43.36,     -7.95,      8.63,     27.35
196407,    -14.85,     10.18,     50.93,     -6.05,     12.18,     36.33
196408,    -12.24,     13.30,     56.07,     -4.07,     13.69,     36.41
196409,    -13.82,     10.46,     52.22,     -6.62,     13.05,     32.65
196410,    -13.79,     11.88,     54.83,     -4.92,     13.75,     33.77
196411,    -11.57,     14.42,     59.24,     -3.79,     14.26,     35.22
196412,    -10.33,     17.43,     65.83,     -0.78,     17.61,     38.63
196501,    -10.84,     16.28,     64.13,     -1.87,     18.38,     39.27
196502,    -12.28,     13.03,     53.42,     -3.72,     14.33,     34.09
